Page_Category,Page_Popularity_Likes,Page_Checkins,Page_Talking_About,CC1_Min,CC1_Max,CC1_Avg,CC1_Median,CC1_Std,CC2_Min,CC2_Max,CC2_Avg,CC2_Median,CC2_Std,CC3_Min,CC3_Max,CC3_Avg,CC3_Median,CC3_Std,CC4_Min,CC4_Max,CC4_Avg,CC4_Median,CC4_Std,CC5_Min,CC5_Max,CC5_Avg,CC5_Median,CC5_Std,CC1,CC2,CC3,CC4,CC5,Base_Time,Post_Length,Post_Share_Count,Post_Promotion_Status,H_Local,Post_Published_Weekday_40,Post_Published_Weekday_41,Post_Published_Weekday_42,Post_Published_Weekday_43,Post_Published_Weekday_44,Post_Published_Weekday_45,Post_Published_Weekday_46,Base_DateTime_Weekday_47,Base_DateTime_Weekday_48,Base_DateTime_Weekday_49,Base_DateTime_Weekday_50,Base_DateTime_Weekday_51,Base_DateTime_Weekday_52,Base_DateTime_Weekday_53,Target_Variable,Category,CC2_per_hr,CC3_per_hr,CC4_per_hr,CC1_logNorm,CC2_logNorm,CC3_logNorm,CC4_logNorm,Page_Popularity_Likes_logNorm,Page_Checkins_logNorm,Page_Talking_About_logNorm,Post_Length_logNorm,Post_Share_Count_logNorm,CC2_per_hr_logNorm,CC3_per_hr_logNorm,CC4_per_hr_logNorm
52,4351476,0,259892,0,801,58.82857142857143,20,124.2116823846144,0,134,19.97142857142857,9.5,28.08760348245744,0,685,33.84285714285714,0,106.865821840058,0,763,55.5,18,116.6289292708166,-569,99,-13.871428571428574,1.5,94.31647658337349,3,3,0,3,3,20,105,131,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Magazine,0.15,0,0.15,-0.39640191931185814,-0.27362336213759947,-0.2715433324645413,-0.3999508704883341,-0.1940251990340931,-0.22721127751447415,-0.40360626497654767,-0.42332788747385414,-0.11785971682941389,-0.18475505439458717,-0.26232014383079266,-0.24370575291504082
57,2071999,156,150355,0,584,21.544444444444444,11,50.32751867321167,0,584,19.45555555555556,9,50.44307266857278,0,63,2.088888888888889,0,7.712391824480975,0,584,21.52777777777778,11,50.33117330415455,-61,584,17.36666666666667,8.5,51.72146556314893,26,26,0,26,26,5,59,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,Comedian,5.2,0,5.2,-0.3825167734080567,-0.24804630534281022,-0.2715433324645413,-0.3850830277658497,-0.19402530861711817,-0.22696551182591065,-0.4036111998049253,-0.42484279426639965,-0.12224973435871096,-0.02576222282140643,-0.26232014383079266,-0.08748383504714594
57,2071999,156,150355,0,584,21.544444444444444,11,50.32751867321167,0,584,19.45555555555556,9,50.44307266857278,0,63,2.088888888888889,0,7.712391824480975,0,584,21.52777777777778,11,50.33117330415455,-61,584,17.36666666666667,8.5,51.72146556314893,32,2,30,32,-28,30,347,86,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Comedian,0.06666666666666667,1,1.0666666666666667,-0.3810576061583191,-0.27747667291079287,-0.22490160031399012,-0.38352059051634557,-0.19402530861711817,-0.22696551182591065,-0.4036111998049253,-0.42016344707466663,-0.11829654783812624,-0.1918538640725486,0.09868402481532026,-0.18935266660145839
57,2071999,156,150355,0,584,21.544444444444444,11,50.32751867321167,0,584,19.45555555555556,9,50.44307266857278,0,63,2.088888888888889,0,7.712391824480975,0,584,21.52777777777778,11,50.33117330415455,-61,584,17.36666666666667,8.5,51.72146556314893,61,61,0,61,61,2,224,74,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,Comedian,30.5,0,30.5,-0.3764720337325459,-0.2369116258038702,-0.2715433324645413,-0.3786104822545166,-0.19402530861711817,-0.22696551182591065,-0.4036111998049253,-0.4213243332939737,-0.11845206576604324,0.12762985396837412,-0.26232014383079266,0.06323493752096958
70,92385,88,34785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,182,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Computers/technology,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402576796345383,-0.22699310125276004,-0.40362439920024884,-0.42187433212941705,-0.12224973435871096,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
79,590707,0,25344,2,191,33,16.5,44.52246623896749,2,191,27.9375,14,44.1764484057965,0,44,5.0625,0,11.404323467439882,2,191,32.5625,16.5,44.42123471663074,-15,191,22.875,12.5,46.70101042804106,31,31,0,31,31,14,65,140,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,Camera/photo,2.2142857142857144,0,2.2142857142857144,-0.3812813607849885,-0.24577062030182245,-0.2715433324645413,-0.3837601809837989,-0.19402549395510837,-0.22721127751447415,-0.403627254369975,-0.42458908239483273,-0.11779060453911028,-0.08775782584847171,-0.26232014383079266,-0.14839898391539535
80,57916,0,4150,0,30,11.88888888888889,11,9.87076991756125,0,26,9.222222222222221,9,7.5979204432350045,0,24,2.6666666666666665,0,7.542472332656508,0,29,11.77777777777778,11,9.669858987570924,-18,26,6.555555555555555,9,11.480525647190657,15,15,0,15,15,9,175,15,0,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,Book,1.6666666666666667,0,1.6666666666666667,-0.3863215469606117,-0.2550548675804148,-0.2715433324645413,-0.38915707748531064,-0.1940258369274881,-0.22721127751447415,-0.4036435687032378,-0.42197815430740193,-0.12007084722332194,-0.10538380716420341,-0.26232014383079266,-0.16571778111022287
86,3135552,0,33619,0,60,23.66666666666667,11,26.08107018935807,0,60,22.66666666666667,8,26.59991645768,0,3,1,0,1.4142135623730951,0,60,23.66666666666667,11,26.08107018935807,0,60,21.66666666666667,5,27.182510717166817,11,8,3,11,5,27,83,32,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,Hotel,0.2962962962962963,0.1111111111111111,0.4074074074074074,-0.38841341322684214,-0.2627614891268016,-0.2527141504021499,-0.3913969919131648,-0.19402524743217908,-0.22721127751447415,-0.4036247066339234,-0.4239471186831751,-0.11931230825300657,-0.17345435651459457,-0.20744639345002497,-0.22497647445830318
98,433684,3,8147,0,137,6.228260869565219,1,16.01161484731954,0,137,5.173913043478262,0,15.467081942581332,0,27,0.9239130434782608,0,3.6630757320215923,0,137,6.163043478260869,1,15.96346179487302,-21,137,4.25,0,15.756727341733725,0,0,0,0,0,39,37,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Bank/financial institution,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402553959052135,-0.22714389479588637,-0.4036374872476316,-0.4260586667932275,-0.12224973435871096,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
98,433684,3,8147,0,137,6.228260869565219,1,16.01161484731954,0,137,5.173913043478262,0,15.467081942581332,0,27,0.9239130434782608,0,3.6630757320215923,0,137,6.163043478260869,1,15.96346179487302,-21,137,4.25,0,15.756727341733725,11,11,0,11,11,8,50,48,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Bank/financial institution,1.375,0,1.375,-0.38841341322684214,-0.25890817835360813,-0.2715433324645413,-0.3913969919131648,-0.19402553959052135,-0.22714389479588637,-0.4036374872476316,-0.4252754131309594,-0.11889809038774571,-0.11631481773959994,-0.26232014383079266,-0.17645828695206447
1,640987,0,84288,0,63,8.81578947368421,5,10.056477173874613,0,41,6.157894736842105,3.5,7.697777017195518,0,52,2.175438596491228,0,6.353953892718377,0,57,8.67543859649123,5,9.709369334710082,-41,41,3.982456140350877,3,10.304983001884525,4,4,0,4,4,1,69,81,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Product/service,4,0,4,-0.39477934177846213,-0.27063450209873907,-0.2715433324645413,-0.39821345787929807,-0.19402548189081362,-0.22721127751447415,-0.40361641858938235,-0.42443245134644525,-0.11835856731203095,-0.04606221341398245,-0.26232014383079266,-0.10743003910989182
1,640987,0,84288,0,63,8.81578947368421,5,10.056477173874613,0,41,6.157894736842105,3.5,7.697777017195518,0,52,2.175438596491228,0,6.353953892718377,0,57,8.67543859649123,5,9.709369334710082,-41,41,3.982456140350877,3,10.304983001884525,1,1,0,1,1,3,81,49,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Product/service,0.3333333333333333,0,0.3333333333333333,-0.4014421054874813,-0.28290760941619186,-0.2715433324645413,-0.40534776698984576,-0.19402548189081362,-0.22721127751447415,-0.40361641858938235,-0.4240112653978687,-0.11887692152187869,-0.1707958800619453,-0.26232014383079266,-0.22998985789939752
2,5806701,0,724352,173,1003,412.1428571428572,217,300.74546835271497,1,397,186.42857142857144,201,118.90315043628352,0,462,120.42857142857144,0,184.12562260033008,166,925,388.1428571428572,217,270.09756362757344,-288,397,66,173,230.75342436709985,1003,65,353,925,-288,50,138,1629,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,Public figure,1.3,7.06,18.5,-0.35622385569285714,-0.2360742070413909,-0.1918242891970268,-0.3575589587908819,-0.1940251564271127,-0.22721127751447415,-0.4035970221962669,-0.4226064036154832,-0.11522597819471975,-0.11934298149684529,0.8245839288347997,0.018766520559779475
2,3357904,0,217320,89,989,360.6,279,330.90820479401833,41,989,298,92,354.96704072350155,0,119,23.8,0,47.6,89,989,350.20000000000005,279,331.76823235505833,-78,989,274.2,92,374.8340432778218,354,41,119,302,-78,53,22,143,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,Public figure,0.7735849056603774,2.2452830188679247,5.69811320754717,-0.363783471363156,-0.24212824833704436,-0.2065177822096753,-0.36625710665859995,-0.19402523731397064,-0.22721127751447415,-0.40360787811621934,-0.42739521538668307,-0.11776854428805836,-0.14387024976576043,0.350789228315715,-0.08031836330905137
2,2376202,0,281140,245,2421,1135.5,938,819.7943339643182,215,1225,490.75,261.5,424.50463778385273,0,1511,471,186.5,619.4525809131801,245,2191,1072.75,927.5,733.9721980429504,-1296,1225,19.75,75,901.0730755604676,2421,215,1511,2191,-1296,49,54,1407,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,46,Public figure,4.387755102040816,30.836734693877553,44.714285714285715,-0.3498206036054261,-0.22019356350703315,-0.1721041396681546,-0.350849732969163,-0.19402528838571018,-0.22721127751447415,-0.403605556342614,-0.42507441505810284,-0.11537938973806396,-0.03901365828936121,1.5400366581751406,0.09776789050020236
2,5806701,0,724352,173,1003,412.1428571428572,217,300.74546835271497,1,397,186.42857142857144,201,118.90315043628352,0,462,120.42857142857144,0,184.12562260033008,166,925,388.1428571428572,217,270.09756362757344,-288,397,66,173,230.75342436709985,397,397,0,397,397,17,0,454,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,89,Public figure,23.352941176470587,0,23.352941176470587,-0.3629520956465934,-0.21200729806527813,-0.2715433324645413,-0.3641336942918755,-0.1940251564271127,-0.22721127751447415,-0.4035970221962669,-0.43574177508727174,-0.11656304031166362,0.10334524204076628,-0.26232014383079266,0.03937355576891078
2,13541,0,1132,5,20,12.5,12.5,7.5,5,20,12.5,12.5,7.5,0,0,0,0,0,5,20,12.5,12.5,7.5,5,20,12.5,12.5,7.5,5,5,0,5,5,14,70,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,Public figure,0.35714285714285715,0,0.35714285714285715,-0.3934535994024654,-0.2681924256322005,-0.2715433324645413,-0.3967938884146765,-0.19402605154673158,-0.22721127751447415,-0.40365527744913804,-0.4243946924176646,-0.12224973435871096,-0.16912557675558265,-0.26232014383079266,-0.22834866449866892
2,22871,0,2078,0,3,1.75,2,1.299038105676658,0,3,1,0.5,1.2247448713915892,0,3,0.75,0,1.299038105676658,0,3,1.75,2,1.299038105676658,-3,3,0.25,0.5,2.1650635094610973,3,0,3,3,-3,39,78,32,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Public figure,0,0.07692307692307693,0.07692307692307693,-0.39640191931185814,-0.2921918566947842,-0.2527141504021499,-0.3999508704883341,-0.1940259741420117,-0.22721127751447415,-0.4036498038043672,-0.4241104803542283,-0.11931230825300657,-0.1979443432200695,-0.2237233095252826,-0.24979351772738206
3,5442677,0,24377,0,19,6.5,3.5,6.490377492873585,0,19,4.8125,2,5.3293849316783275,0,13,1.6875,0,3.948397618021771,0,19,6.5,3.5,6.490377492873585,-8,19,3.125,2,6.77195503529077,2,2,0,2,2,19,306,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Retail and consumer merchandise,0.10526315789473684,0,0.10526315789473684,-0.3984937855780886,-0.27747667291079287,-0.2715433324645413,-0.40219078491618826,-0.19402516598852126,-0.22721127751447415,-0.4036276051452128,-0.420497136338272,-0.12182487860287552,-0.1884994999449387,-0.26232014383079266,-0.24738494058306204
4,1366971,0,69715,0,107,43.160000000000004,35,26.80250734539588,0,76,20.28,16,18.664447487134467,0,91,11.56,0,19.43003860006459,0,96,40.52,35,23.32915772161524,-75,76,8.72,1,30.27675015585391,0,0,0,0,0,0,66,49,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,69,Athlete,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402537004204967,-0.22721127751447415,-0.40361813026110116,-0.42454905216911726,-0.11887692152187869,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
4,123770,1,9980,7,36,21.5,21.5,14.5,7,9,8,8,1,0,27,13.5,13.5,13.5,7,33,20,20,13,-18,7,-5.5,-5.5,12.5,7,7,0,7,7,8,11,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,Athlete,0.875,0,0.875,-0.39136173313623496,-0.26433911485900713,-0.2715433324645413,-0.39455397398682235,-0.19402572477160923,-0.22717758615518024,-0.4036356575465009,-0.42912705336414486,-0.12224973435871096,-0.13862274946984854,-0.26232014383079266,-0.19837743792310336
4,471999,0,12436,0,246,24.933333333333337,4,60.13037686745545,0,246,22.733333333333338,3,60.22564975895975,0,26,2.2,0,6.534013570029782,0,246,24.86666666666667,4,60.11529662980038,-13,246,20.53333333333334,2,61.02443954861218,4,4,0,4,4,10,70,11,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Athlete,0.4,0,0.4,-0.39477934177846213,-0.27063450209873907,-0.2715433324645413,-0.39821345787929807,-0.19402552708736298,-0.22721127751447415,-0.40363367381393733,-0.4243946924176646,-0.12037228717928283,-0.1661915682146901,-0.26232014383079266,-0.22546578961202318
4,591673,0,175569,0,636,180.9,124.5,169.26396545041712,0,636,121.60000000000001,48.5,177.10516649719736,0,321,59.300000000000004,31.5,83.84992546210164,0,636,175.35,117.5,167.87741807640478,-288,636,62.300000000000004,-7.5,219.41697746528183,88,88,0,88,88,7,267,170,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,62,Athlete,12.571428571428571,0,12.571428571428571,-0.37384338954732665,-0.23206954621144493,-0.2715433324645413,-0.37579580039305244,-0.19402549371379121,-0.22721127751447415,-0.40360980183961986,-0.4208587922448942,-0.11758847559820795,0.04816862594824628,-0.26232014383079266,-0.014841446895951717
5,798622,0,34668,0,977,30.4795918367347,3,112.4181543178928,0,977,27.071428571428573,2,109.86589692039313,0,197,3.2653061224489797,0,20.390349368151313,0,977,30.09183673469388,3,112.04309363508438,-115,977,23.806122448979593,1,111.03167944360132,9,9,0,9,9,5,177,3,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Education website,1.8,0,1.8,-0.38973915560283895,-0.26135025482014673,-0.2715433324645413,-0.3928165613777864,-0.19402544941791314,-0.22721127751447415,-0.4036244295802491,-0.4219480753450368,-0.12152343864691462,-0.10077949531694821,-0.26232014383079266,-0.16119371282284853
8,15159470,0,661936,116,457,259.22222222222223,234,106.3660114654194,116,457,259.22222222222223,234,106.3660114654194,0,0,0,0,0,116,457,259.22222222222223,234,106.3660114654194,116,457,259.22222222222223,234,106.3660114654194,205,205,0,205,205,7,328,182,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,51,Actor/director,29.285714285714285,0,29.285714285714285,-0.3677408979670752,-0.2208284850933847,-0.2715433324645413,-0.36926141568733445,-0.19402501470592368,-0.22721127751447415,-0.4035978347284566,-0.42031290208886085,-0.11751740950681314,0.12392004809030258,-0.26232014383079266,0.05958978582793131
8,749554,0,68390,35,299,168,170,107.78682665335316,35,170,109,122,55.87486017879597,0,177,59,0,83.43860018001261,35,279,161.33333333333334,170,99.80091293280951,-55,170,50,35,92.46621004453463,35,35,0,35,35,9,0,4,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,Actor/director,3.888888888888889,0,3.888888888888889,-0.3804249071418262,-0.24419299456961685,-0.2715433324645413,-0.38284311333799553,-0.1940254587825671,-0.22721127751447415,-0.40361830328995396,-0.43574177508727174,-0.12128962365209116,-0.048182969476248755,-0.26232014383079266,-0.10951383481375482
8,96918,100,4495,0,8,4.800000000000001,6,2.9257477676655594,0,7,3.4000000000000004,3,2.727636339397171,0,7,1.4000000000000001,0,2.8000000000000003,0,8,4.800000000000001,6,2.9257477676655594,-6,7,2,3,4.69041575982343,0,0,0,0,0,7,53,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Actor/director,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402576088928453,-0.22698695331915408,-0.4036428487749177,-0.4251232597284488,-0.12182487860287552,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
8,259412,0,991,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,2,0,2,2,13,45,1,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Actor/director,0.15384615384615385,0,0.15384615384615385,-0.3984937855780886,-0.27747667291079287,-0.2715433324645413,-0.40219078491618826,-0.1940256154858316,-0.22721127751447415,-0.4036564758545775,-0.42555008542457157,-0.12224973435871096,-0.18443996337336743,-0.26232014383079266,-0.24339615327365546
9,3040489,2416,256293,0,526,87.62745098039215,50,107.6120411631822,0,526,85.6078431372549,50,108.46560463790163,0,71,2.0196078431372553,0,10.716471097679005,0,526,87.52941176470588,50,107.63270021027971,-57,526,83.58823529411765,50,110.35809386356551,17,17,0,17,17,6,229,17,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,Professional sports team,2.8333333333333335,0,2.8333333333333335,-0.38546509331744944,-0.2534772418482092,-0.2715433324645413,-0.38824000983950724,-0.19402525197896275,-0.2268326202681487,-0.403606390720422,-0.42126582632682635,-0.1199474314234474,-0.07113653432811774,-0.26232014383079266,-0.13206736686663603
9,72606193,150,2333976,0,1653,118.0625,34,264.4020302375721,0,1653,118.0625,34,264.4020302375721,0,0,0,0,0,0,1653,118.0625,34,264.4020302375721,0,1653,118.0625,34,264.4020302375721,34,34,0,34,34,7,94,2,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Professional sports team,4.857142857142857,0,4.857142857142857,-0.38062975031023966,-0.2445703248035829,-0.2715433324645413,-0.38306245392194377,-0.19402478336720333,-0.22696740581968702,-0.4035864715397542,-0.42361953765759386,-0.12182487860287552,-0.03113066575201475,-0.26232014383079266,-0.09275871720557806
9,8070687,421,278406,0,1342,365.5,332.5,316.6382882020991,0,1342,317.22222222222223,293.5,309.61670848460284,0,616,40.72222222222222,0,141.2192171198758,0,1342,365.27777777777777,332.5,316.62136615549633,-614,1342,276.5,293.5,369.12211920838456,348,348,0,348,348,10,0,3667,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26,Professional sports team,34.8,0,34.8,-0.36390741956202394,-0.21376704723980414,-0.2715433324645413,-0.3651566295798483,-0.19402510780510682,-0.22691745182826986,-0.4036056444616292,-0.43574177508727174,-0.11437612384026742,0.13970543014952375,-0.26232014383079266,0.07510006157538812
9,952756,8,443107,0,2369,83.03738317757009,18,238.54566855358243,0,2369,81.04672897196262,17.5,237.0719608870545,0,218,1.9906542056074767,0,17.328462528184854,0,2369,82.99065420560747,18,238.47290625029055,-163,2369,79.05607476635514,17,236.86017926019557,1408,1408,0,1408,1408,3,29,103,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,628,Professional sports team,469.3333333333333,0,469.3333333333333,-0.3537596464638084,-0.19507439750663616,-0.2715433324645413,-0.3542906656603464,-0.19402542335566508,-0.2271044784323159,-0.4036014538711184,-0.4266879242285112,-0.11810952943607153,0.3827539354904933,-0.26232014383079266,0.31391273799353886
9,4349418,0,614043,0,958,65.97419354838709,24,126.96074823382055,0,787,61.09677419354839,22,112.51716853618662,0,371,4.877419354838709,0,33.678237537953954,0,912,65.58709677419355,24,124.84420159629536,-126,787,56.21935483870968,21,107.09641546772411,196,196,0,196,196,4,17,579,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,Professional sports team,49,0,49,-0.3680657314527968,-0.22142684283270647,-0.2715433324645413,-0.3696092386925924,-0.1940251991039566,-0.22721127751447415,-0.4035985119596019,-0.4280477215273526,-0.11630870146374918,0.17123198928984648,-0.26232014383079266,0.1060771784928254
9,4290409,11,131422,0,937,126.38095238095238,64,167.50564345588228,0,937,110.38095238095238,47,169.54012762553722,0,82,11.714285714285715,0,24.8164234990348,0,937,124.77777777777776,64,166.89540916817015,-67,937,98.66666666666669,45,177.08539774707032,57,57,0,57,57,24,166,25,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Professional sports team,2.375,0,2.375,-0.37695697683439905,-0.23780491258272535,-0.2715433324645413,-0.37912974635283136,-0.19402520112134095,-0.22709049525480726,-0.4036124133912345,-0.42211788106585635,-0.11956212085966422,-0.08315351400121654,-0.26232014383079266,-0.14387491562802102
9,2900008,46,1125038,0,2092,71.98522167487685,26,202.1181549244748,0,2092,71.98522167487685,26,202.1181549244748,0,0,0,0,0,0,2092,71.98522167487685,26,202.1181549244748,0,2092,71.98522167487685,26,202.1181549244748,0,0,0,0,0,0,22,50,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23,Professional sports team,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.1940252589652177,-0.2270241358657425,-0.4035930519456319,-0.42739521538668307,-0.1188561718691485,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
9,952756,8,443107,0,2369,83.03738317757009,18,238.54566855358243,0,2369,81.04672897196262,17.5,237.0719608870545,0,218,1.9906542056074767,0,17.328462528184854,0,2369,82.99065420560747,18,238.47290625029055,-163,2369,79.05607476635514,17,236.86017926019557,13,13,0,13,13,11,442,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Professional sports team,1.1818181818181819,0,1.1818181818181819,-0.38729251401925885,-0.25684343212103566,-0.2715433324645413,-0.3901967630324914,-0.19402542335566508,-0.2271044784323159,-0.4036014538711184,-0.4195209370397959,-0.12224973435871096,-0.1243210351125404,-0.26232014383079266,-0.18432497264155312
9,518247,2800,70669,0,427,67.80952380952381,39,83.30444397202065,0,264,41.38095238095238,12,61.82269285200963,0,316,20.976190476190474,0,53.01773651795716,0,402,66.9047619047619,39,80.80128756747852,-205,264,20.404761904761905,0,78.60451323641529,31,31,0,31,31,3,166,37,0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,Professional sports team,10.333333333333334,0,10.333333333333334,-0.3812813607849885,-0.24577062030182245,-0.2715433324645413,-0.3837601809837989,-0.19402551328244494,-0.22682545329024126,-0.4036180077046219,-0.42211788106585635,-0.11916448282167519,0.031161464378991165,-0.26232014383079266,-0.03155220908283235
9,2470711,36,271475,0,317,116.25,107,94.69127467723727,0,317,105.54166666666669,94.5,92.3864073545935,0,104,8.958333333333334,0,28.277610646744698,0,317,115.66666666666669,107,94.41913059450516,-91,317,96.58333333333331,74.5,98.90648641800776,45,45,0,45,45,6,214,84,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,Professional sports team,7.5,0,7.5,-0.3786425110519877,-0.24090974163612566,-0.2715433324645413,-0.38093457129483016,-0.19402528262558927,-0.22703576394940803,-0.4036058717899911,-0.4214453523082759,-0.11832091691836413,0.004013001220866955,-0.26232014383079266,-0.05822753110686921
9,2239009,51619,87722,0,168,58.875,39.5,52.975082586061156,0,168,55.25,33.5,55.15980571636077,0,49,3.625,0,11.35712881849986,0,168,58.79166666666667,38.5,53.01098877172125,-45,168,51.625,33.5,59.47115021868447,44,44,0,44,44,15,93,158,0,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Professional sports team,2.933333333333333,0,2.933333333333333,-0.3788023296084302,-0.24120413453075643,-0.2715433324645413,-0.3811057007289596,-0.19402529716859046,-0.2266838176373232,-0.40361605850501486,-0.4236477068077191,-0.1176647145392157,-0.06870627968726477,-0.26232014383079266,-0.12967946649940057
9,3544586,122388,227617,0,1151,176.55769230769232,85.5,246.332125193542,0,1151,137.59615384615384,55.5,228.75123031324333,0,407,24.653846153846153,0,64.41687685435113,0,1151,173.8653846153846,85.5,243.13885150149792,-337,1151,112.94230769230771,38.5,246.55553388026448,196,116,80,193,36,26,129,680,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Professional sports team,4.461538461538462,3.076923076923077,7.423076923076923,-0.3680657314527968,-0.2284056917440551,-0.21185623748825752,-0.3697287204615638,-0.1940252293235205,-0.2266418559976774,-0.4036074606774274,-0.4227845938304853,-0.11614048999838997,-0.037730068933095634,0.46960885386727896,-0.05907049151651708
9,2289651,185932,119581,0,328,56.355932203389834,32,68.96222564929208,0,328,54,30,69.89071372082832,0,49,2.3559322033898304,0,8.073313880455334,0,328,56.22033898305085,32,68.99424387599797,-23,328,51.64406779661017,30,71.72162823259373,14,1,13,13,-12,47,252,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Professional sports team,0.02127659574468085,0.2765957446808511,0.2765957446808511,-0.3867908356934462,-0.28290760941619186,-0.23569864296275891,-0.3901967630324914,-0.19402529386544395,-0.22662152969911128,-0.40361326479094506,-0.42101211445525943,-0.12007084722332194,-0.19595753987466444,-0.13513774565044914,-0.23402201518454865
9,3002026,0,77240,0,261,75.81818181818181,42,79.54051932742226,0,154,47.72727272727273,13,56.504369757151466,0,65,11,0,23.41328294327428,0,250,74.27272727272727,42,77.30234726424537,-57,154,36.72727272727273,13,67.55750534859632,11,11,0,11,11,4,69,5,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,Professional sports team,2.75,0,2.75,-0.38841341322684214,-0.25890817835360813,-0.2715433324645413,-0.3913969919131648,-0.19402525385914493,-0.22721127751447415,-0.40361720598601275,-0.42443245134644525,-0.12109858289107918,-0.07321067657210666,-0.26232014383079266,-0.13410536113392868
9,1947049,2697,42688,0,95,25.88235294117647,26,21.28485336334178,0,54,15.47058823529412,13,14.453241635412668,0,82,9.058823529411764,0,18.999908941686733,0,92,25.35294117647059,23.5,20.80000332712244,-69,54,6.411764705882353,5.5,26.605083157678525,30,30,0,30,30,1,346,38,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,Professional sports team,30,0,30,-0.3815122199081691,-0.2461958730824626,-0.2715433324645413,-0.3840073787560283,-0.19402531780301624,-0.22682727436330072,-0.4036225531284334,-0.4201711073960569,-0.11913726510382877,0.12611990698468062,-0.26232014383079266,0.06175130576639662
